"Time","Processes"
2023-04-03 21:42:20,4165.4
2023-04-03 21:42:40,2624
2023-04-03 21:43:00,1703.6
2023-04-03 21:43:20,3098.6
2023-04-03 21:43:40,3097
2023-04-03 21:44:00,1216.6
2023-04-03 21:44:20,2367.2
2023-04-03 21:44:40,4257.2
2023-04-03 21:45:00,4160.4
2023-04-03 21:45:20,1216.6
2023-04-03 21:45:40,2045.4
2023-04-03 21:46:00,2245
2023-04-03 21:46:20,1233.2
2023-04-03 21:46:40,2906.4
2023-04-03 21:47:00,4217.6
2023-04-03 21:47:20,3914.2
2023-04-03 21:47:40,1654
2023-04-03 21:48:00,2386.2
2023-04-03 21:48:20,2407.4
2023-04-03 21:48:40,1846.8
2023-04-03 21:49:00,3201
2023-04-03 21:49:20,4207
2023-04-03 21:49:40,4060.6
2023-04-03 21:50:00,1684.2
2023-04-03 21:50:20,2695.2
2023-04-03 21:50:40,2935
2023-04-03 21:51:00,1219.2
2023-04-03 21:51:20,2388
2023-04-03 21:51:40,4098.8
2023-04-03 21:52:00,4117.6
2023-04-03 21:52:20,2980.4
2023-04-03 21:52:40,1828.2
2023-04-03 21:53:00,3063.8
2023-04-03 21:53:20,3271.8
2023-04-03 21:53:40,1215
2023-04-03 21:54:00,2672
2023-04-03 21:54:20,4230.2
2023-04-03 21:54:40,4121.8
2023-04-03 21:55:00,1220.4
2023-04-03 21:55:20,2658.4
2023-04-03 21:55:40,3882.6
2023-04-03 21:56:00,3791.2
2023-04-03 21:56:20,1218.25
2023-04-03 21:56:40,2764.8
2023-04-03 21:57:00,4215.4
2023-04-03 21:57:20,4111.6
2023-04-03 21:57:40,1857
2023-04-03 21:58:00,2156
2023-04-03 21:58:20,3643.8
2023-04-03 21:58:40,4107.2
2023-04-03 21:59:00,4049.6
2023-04-03 21:59:20,1806
2023-04-03 21:59:40,3482.2
2023-04-03 22:00:00,4126.2
2023-04-03 22:00:20,4071.6
2023-04-03 22:00:40,1207.4
2023-04-03 22:01:00,1207
2023-04-03 22:01:20,1207.4
2023-04-03 22:01:40,1200.6
2023-04-03 22:02:00,1197
2023-04-03 22:02:20,1197
2023-04-03 22:02:40,1197
2023-04-03 22:03:00,1191
2023-04-03 22:03:20,1187
2023-04-03 22:03:40,1186.8
2023-04-03 22:04:00,1185
2023-04-03 22:04:20,1167.2
2023-04-03 22:04:40,1159
2023-04-03 22:05:00,1158.2
2023-04-03 22:05:20,1158
2023-04-03 22:05:40,1151.4
2023-04-03 22:06:00,1139
2023-04-03 22:06:20,1139
2023-04-03 22:06:40,1139
2023-04-03 22:07:00,1139.4
2023-04-03 22:07:20,1140
2023-04-03 22:07:40,1174.6
2023-04-03 22:08:00,1167.4
2023-04-03 22:08:20,1161.2
2023-04-03 22:08:40,1160
2023-04-03 22:09:00,1160
2023-04-03 22:09:20,1158
2023-04-03 22:09:40,1141
2023-04-03 22:10:00,1139
2023-04-03 22:10:20,1139
2023-04-03 22:10:40,1139
2023-04-03 22:11:00,1139
2023-04-03 22:11:20,1139
2023-04-03 22:11:40,1139
2023-04-03 22:12:00,1139
2023-04-03 22:12:20,1139
2023-04-03 22:12:40,1139
2023-04-03 22:13:00,1139
2023-04-03 22:13:20,1139
2023-04-03 22:13:40,1138.4
2023-04-03 22:14:00,1138
2023-04-03 22:14:20,1138
2023-04-03 22:14:40,1139
2023-04-03 22:15:00,1139
2023-04-03 22:15:20,1139
2023-04-03 22:15:40,1139
2023-04-03 22:16:00,1139
2023-04-03 22:16:20,1139
2023-04-03 22:16:40,1139
2023-04-03 22:17:00,1139
2023-04-03 22:17:20,1161.2
2023-04-03 22:17:40,1148.8
2023-04-03 22:18:00,1140.4
2023-04-03 22:18:20,1139
2023-04-03 22:18:40,1139
2023-04-03 22:19:00,1139
2023-04-03 22:19:20,1139
2023-04-03 22:19:40,1138.6
2023-04-03 22:20:00,1138
2023-04-03 22:20:20,1138
2023-04-03 22:20:40,1138
2023-04-03 22:21:00,1138
2023-04-03 22:21:20,1138
2023-04-03 22:21:40,1138
2023-04-03 22:22:00,1138
2023-04-03 22:22:20,1138.2
2023-04-03 22:22:40,1140
2023-04-03 22:23:00,1138
2023-04-03 22:23:20,1138

